,employee,companyAlias,commentId,likes,dislikes,commentDate,carac
18,31,56aec740f1ef260003e307d6,58ce83083047cd000460db58,8,0,2017-03-19 14:07:15,45
19,273,56aec740f1ef260003e307d6,58ce80c33047cd000460db57,10,0,2017-03-19 13:59:09,96
20,4,56aec740f1ef260003e307d6,58ce72c34f13fc0004212563,5,0,2017-03-19 12:59:38,72
21,24,56aec740f1ef260003e307d6,58ce69104f13fc0004212561,5,0,2017-03-19 12:18:08,34
22,274,56aec740f1ef260003e307d6,58ce57534f13fc0004212558,9,0,2017-03-19 11:02:16,48
23,34,56aec740f1ef260003e307d6,58ce31af4f13fc000421254e,7,1,2017-03-19 08:19:24,23
24,212,56aec740f1ef260003e307d6,58cd1e201da6390004e09baa,8,0,2017-03-18 12:46:11,69
25,373,56aec740f1ef260003e307d6,58cd19151da6390004e09ba8,7,4,2017-03-18 12:15:05,122
26,236,56aec740f1ef260003e307d6,58ccee581da6390004e09b9e,1,0,2017-03-18 09:22:31,20
27,206,56aec740f1ef260003e307d6,58cc413d1da6390004e09b6e,12,0,2017-03-17 21:02:45,170
28,18,56aec740f1ef260003e307d6,58cc405b1da6390004e09b6c,4,0,2017-03-17 21:00:10,40
29,163,56aec740f1ef260003e307d6,58cc40521da6390004e09b6b,6,0,2017-03-17 21:00:06,17
30,298,56aec740f1ef260003e307d6,58cc38911da6390004e09b61,12,0,2017-03-17 20:26:59,24
31,255,56aec740f1ef260003e307d6,58cc34491da6390004e09b5f,7,0,2017-03-17 20:08:03,8
32,246,56aec740f1ef260003e307d6,58cc29b01da6390004e09b57,8,0,2017-03-17 19:23:29,23
33,305,56aec740f1ef260003e307d6,58cc27721da6390004e09b55,7,0,2017-03-17 19:09:09,21
34,172,56aec740f1ef260003e307d6,58cc1b301da6390004e09b46,8,1,2017-03-17 18:21:38,27
35,340,56aec740f1ef260003e307d6,58cc106a1da6390004e09b31,6,0,2017-03-17 17:35:25,31
36,218,56aec740f1ef260003e307d6,58cc0a001da6390004e09b28,8,0,2017-03-17 17:08:01,36
37,441,56aec740f1ef260003e307d6,58cc08ad1da6390004e09b25,6,0,2017-03-17 17:02:34,23
38,538,56aec740f1ef260003e307d6,58cc02e41da6390004e09a25,16,1,2017-03-17 16:34:02,178
39,175,56aec740f1ef260003e307d6,58cbfc8c1da6390004e09a1e,4,0,2017-03-17 16:10:52,11
40,131,56aec740f1ef260003e307d6,58cbf05c1da6390004e09a01,2,3,2017-03-17 15:18:53,2
41,474,56aec740f1ef260003e307d6,58cbe0aa1da6390004e099c1,7,5,2017-03-17 14:09:38,115
42,107,56aec740f1ef260003e307d6,58cbd6fb1da6390004e099a5,0,0,2017-03-17 13:30:43,20
43,124,56aec740f1ef260003e307d6,58cbc66539a135000478a1e1,1,2,2017-03-17 12:19:52,49
44,389,56aec740f1ef260003e307d6,58cbd7e91da6390004e099a8,7,2,2017-03-17 12:17:06,181
45,225,56aec740f1ef260003e307d6,58cbc37739a135000478a1de,11,0,2017-03-17 12:06:51,46
46,509,56aec740f1ef260003e307d6,58cbaf6f92db640004f957b1,13,0,2017-03-17 10:41:41,88
47,290,56aec740f1ef260003e307d6,58cba6b892db640004f957a9,11,0,2017-03-17 10:01:06,137
48,274,56aec740f1ef260003e307d6,58cba29292db640004f957a1,8,0,2017-03-17 09:47:00,28
49,380,56aec740f1ef260003e307d6,58cb9dc392db640004f9579f,9,0,2017-03-17 09:26:22,49
50,326,56aec740f1ef260003e307d6,58cb91eb92db640004f95775,7,1,2017-03-17 08:35:42,29
51,152,56aec740f1ef260003e307d6,58cb8a1392db640004f9576d,8,2,2017-03-17 08:02:30,84
52,273,56aec740f1ef260003e307d6,58cb847e92db640004f95767,2,1,2017-03-17 07:37:53,3
53,34,56aec740f1ef260003e307d6,58cb833892db640004f95765,9,0,2017-03-17 07:29:35,12
54,119,56aec740f1ef260003e307d6,58cb0dcd92db640004f95730,8,0,2017-03-16 23:12:07,36
55,18,56aec740f1ef260003e307d6,58cb059192db640004f9572a,8,4,2017-03-16 22:36:53,42
56,538,56aec740f1ef260003e307d6,58caf27392db640004f95720,3,0,2017-03-16 21:13:09,34
57,326,56aec740f1ef260003e307d6,58cad6e992db640004f95710,15,9,2017-03-16 19:10:13,437
58,441,56aec740f1ef260003e307d6,58cad36a92db640004f9570f,12,0,2017-03-16 19:02:55,9
59,290,56aec740f1ef260003e307d6,58cad16b92db640004f95709,10,2,2017-03-16 18:53:27,54
60,209,56aec740f1ef260003e307d6,58cace2192db640004f95707,5,1,2017-03-16 18:41:14,54
61,531,56aec740f1ef260003e307d6,58cacc0e92db640004f95703,9,1,2017-03-16 18:31:04,50
62,255,56aec740f1ef260003e307d6,58cacc2f92db640004f95704,5,0,2017-03-16 18:30:58,37
63,246,56aec740f1ef260003e307d6,58cabd0a92db640004f956e6,2,2,2017-03-16 17:27:47,5
64,244,56aec740f1ef260003e307d6,58cabb1492db640004f956e5,6,0,2017-03-16 17:18:46,42
65,124,56aec740f1ef260003e307d6,58cab7ec92db640004f956e3,7,0,2017-03-16 17:05:51,9
66,172,56aec740f1ef260003e307d6,58cab22092db640004f955f4,6,0,2017-03-16 16:41:13,27
67,7,56aec740f1ef260003e307d6,58caadb392db640004f955ef,6,3,2017-03-16 16:20:40,159
68,298,56aec740f1ef260003e307d6,58ca9c3c92db640004f955e1,10,5,2017-03-16 15:06:33,119
69,393,56aec740f1ef260003e307d6,58ca940c92db640004f955da,5,0,2017-03-16 14:32:42,14
70,152,56aec740f1ef260003e307d6,58ca92ec92db640004f955d9,6,5,2017-03-16 14:26:28,44
71,402,56aec740f1ef260003e307d6,58ca892492db640004f955bd,3,0,2017-03-16 13:46:17,34
72,47,56aec740f1ef260003e307d6,58ca800e92db640004f95581,2,0,2017-03-16 13:07:26,42
73,163,56aec740f1ef260003e307d6,58ca438abd760e00043f1989,8,1,2017-03-16 08:49:15,15
74,465,56aec740f1ef260003e307d6,58ca3e15bd760e00043f1982,14,0,2017-03-16 08:23:11,170
75,236,56aec740f1ef260003e307d6,58ca3968bd760e00043f1977,9,0,2017-03-16 08:04:11,143
76,280,56aec740f1ef260003e307d6,58ca35c3bd760e00043f1975,10,1,2017-03-16 07:49:58,116
77,34,56aec740f1ef260003e307d6,58ca3323bd760e00043f1974,8,0,2017-03-16 07:36:28,38
78,269,56aec740f1ef260003e307d6,58c9d627bd760e00043f1962,8,1,2017-03-16 01:02:17,77
79,209,56aec740f1ef260003e307d6,58c979d0bd760e00043f191b,10,0,2017-03-15 18:29:30,40
80,172,56aec740f1ef260003e307d6,58c95c7dbd760e00043f180a,7,2,2017-03-15 16:23:32,27
81,124,56aec740f1ef260003e307d6,58c936adbd760e00043f17cf,1,0,2017-03-15 13:42:09,12
82,307,56aec740f1ef260003e307d6,58c913dfbd760e00043f1695,8,1,2017-03-15 11:12:39,87
83,291,56aec740f1ef260003e307d6,58c908f6bd760e00043f1681,11,0,2017-03-15 10:20:36,49
84,274,56aec740f1ef260003e307d6,58c8f3b4413adc00045541f2,12,0,2017-03-15 08:56:09,20
85,24,56aec740f1ef260003e307d6,58c8f395413adc00045541f1,9,11,2017-03-15 08:53:23,148
86,34,56aec740f1ef260003e307d6,58c8f122413adc00045541d8,7,0,2017-03-15 08:42:21,51
87,255,56aec740f1ef260003e307d6,58c8ec30413adc00045541d2,4,0,2017-03-15 08:24:16,19
88,326,56aec740f1ef260003e307d6,58c8e166413adc00045541cd,6,0,2017-03-15 07:37:22,87
89,538,56aec740f1ef260003e307d6,58c8568f413adc00045540f1,4,1,2017-03-14 21:45:12,72
90,290,56aec740f1ef260003e307d6,58c85148413adc00045540e4,28,6,2017-03-14 21:20:55,204
91,236,56aec740f1ef260003e307d6,58c84e02413adc00045540e1,8,0,2017-03-14 21:07:57,106
92,272,56aec740f1ef260003e307d6,58c8347a413adc00045540c6,3,5,2017-03-14 19:20:33,4
93,291,56aec740f1ef260003e307d6,58c83a7b413adc00045540cb,23,5,2017-03-14 19:18:33,176
94,172,56aec740f1ef260003e307d6,58c813ff413adc0004554018,9,0,2017-03-14 17:01:59,27
95,491,56aec740f1ef260003e307d6,58c7fe8f413adc0004553f90,9,3,2017-03-14 15:29:25,74
96,217,56aec740f1ef260003e307d6,58c7fd78413adc0004553f8f,15,7,2017-03-14 15:24:48,46
97,539,56aec740f1ef260003e307d6,58c7faa4413adc0004553f8d,5,2,2017-03-14 15:13:36,46
98,107,56aec740f1ef260003e307d6,58c7e02b413adc0004553f6e,5,1,2017-03-14 13:20:44,53
99,346,56aec740f1ef260003e307d6,58c7d9ac413adc0004553e86,5,3,2017-03-14 12:52:40,46
100,114,56aec740f1ef260003e307d6,58c7d3cd413adc0004553e80,6,6,2017-03-14 12:28:00,42
101,124,56aec740f1ef260003e307d6,58c7c4dc413adc0004553e69,4,0,2017-03-14 11:24:07,14
102,108,56aec740f1ef260003e307d6,58c7bc6d413adc0004553e25,3,0,2017-03-14 10:48:00,23
103,465,56aec740f1ef260003e307d6,58c7a4c232f72a00046f564c,7,2,2017-03-14 09:07:02,9
104,273,56aec740f1ef260003e307d6,58c7958532f72a00046f5633,29,0,2017-03-14 08:02:22,577
105,326,56aec740f1ef260003e307d6,58c7907032f72a00046f5630,13,0,2017-03-14 07:33:24,181
106,34,56aec740f1ef260003e307d6,58c78bc632f72a00046f562e,18,0,2017-03-14 07:16:56,54
107,307,56aec740f1ef260003e307d6,58c736e732f72a00046f5614,5,0,2017-03-14 01:18:23,32
108,433,56aec740f1ef260003e307d6,58c711bb32f72a00046f55f9,3,1,2017-03-13 22:39:40,55
109,18,56aec740f1ef260003e307d6,58c70dbe32f72a00046f55f6,1,1,2017-03-13 22:22:45,34
110,214,56aec740f1ef260003e307d6,58c70b2c32f72a00046f55f3,2,0,2017-03-13 22:10:19,60
111,538,56aec740f1ef260003e307d6,58c6e9c532f72a00046f5578,8,0,2017-03-13 19:48:23,145
112,292,56aec740f1ef260003e307d6,58c6e07832f72a00046f556b,22,0,2017-03-13 19:09:34,49
113,262,56aec740f1ef260003e307d6,58c6dc7332f72a00046f555f,2,1,2017-03-13 18:58:43,14
114,491,56aec740f1ef260003e307d6,58c6dbab32f72a00046f555d,6,0,2017-03-13 18:48:58,21
115,172,56aec740f1ef260003e307d6,58c6bee1dc635b0004321dc1,8,1,2017-03-13 16:46:32,27
116,142,56aec740f1ef260003e307d6,58c68f10dc635b0004321d7f,18,4,2017-03-13 13:18:17,373
117,124,56aec740f1ef260003e307d6,58c68a07dc635b0004321d79,3,2,2017-03-13 13:01:02,10
118,114,56aec740f1ef260003e307d6,58c67d2ddc635b0004321c59,14,3,2017-03-13 12:04:09,255
119,139,56aec740f1ef260003e307d6,58c66345dc635b0004321c31,9,0,2017-03-13 10:15:26,19
120,402,56aec740f1ef260003e307d6,58c65611dc635b0004321c26,5,1,2017-03-13 09:19:05,90
121,465,56aec740f1ef260003e307d6,58c655c6dc635b0004321c25,8,0,2017-03-13 09:18:04,16
122,292,56aec740f1ef260003e307d6,58c5d938dc635b0004321bf9,1,0,2017-03-13 00:26:39,14
123,269,56aec740f1ef260003e307d6,58c5afa8dc635b0004321bef,6,0,2017-03-12 21:28:47,29
124,273,56aec740f1ef260003e307d6,58c59487dc635b0004321beb,7,0,2017-03-12 19:32:46,62
125,538,56aec740f1ef260003e307d6,58c559d1307b1e0004ad41b4,15,0,2017-03-12 15:22:28,88
126,34,56aec740f1ef260003e307d6,58c546d6307b1e0004ad41b1,11,0,2017-03-12 13:59:25,13
127,236,56aec740f1ef260003e307d6,58c54320307b1e0004ad41b0,4,0,2017-03-12 13:45:46,84
128,307,56aec740f1ef260003e307d6,58c53f19307b1e0004ad41af,8,0,2017-03-12 13:28:34,76
129,217,56aec740f1ef260003e307d6,58c406c9cb20e30004aa93b9,18,4,2017-03-11 15:14:27,130
130,245,56aec740f1ef260003e307d6,58c4025acb20e30004aa93b8,3,0,2017-03-11 14:55:17,87
131,307,56aec740f1ef260003e307d6,58c3ccf161ca670004c032fb,5,0,2017-03-11 11:09:36,22
132,152,56aec740f1ef260003e307d6,58c3a8a061ca670004c032f4,10,0,2017-03-11 08:34:46,12
133,273,56aec740f1ef260003e307d6,58c3a74b61ca670004c032f3,7,0,2017-03-11 08:29:06,20
134,186,56aec740f1ef260003e307d6,58c373c361ca670004c032ee,9,0,2017-03-11 04:48:22,51
135,516,56aec740f1ef260003e307d6,58c31d362472460004036dc3,8,0,2017-03-10 22:39:43,28
136,108,56aec740f1ef260003e307d6,58c2edfe2472460004036dac,13,1,2017-03-10 19:18:20,34
137,172,56aec740f1ef260003e307d6,58c2eda52472460004036dab,8,0,2017-03-10 19:17:01,27
138,538,56aec740f1ef260003e307d6,58c2ecd72472460004036daa,5,5,2017-03-10 19:11:17,168
139,236,56aec740f1ef260003e307d6,58c2e8402472460004036d9e,7,0,2017-03-10 18:53:52,35
140,491,56aec740f1ef260003e307d6,58c2add02472460004036c76,6,0,2017-03-10 14:44:35,12
141,124,56aec740f1ef260003e307d6,58c2ad7a2472460004036c75,2,0,2017-03-10 14:43:06,43
142,89,56aec740f1ef260003e307d6,58c28af42472460004036b6f,20,2,2017-03-10 12:15:18,64
143,18,56aec740f1ef260003e307d6,58c289fa2472460004036b6d,4,1,2017-03-10 12:11:28,27
144,119,56aec740f1ef260003e307d6,58c27dd62472460004036b62,10,0,2017-03-10 11:19:53,27
145,531,56aec740f1ef260003e307d6,58c262b82472460004036b20,7,0,2017-03-10 09:22:37,18
146,269,56aec740f1ef260003e307d6,58c261e82472460004036b1f,4,1,2017-03-10 09:19:56,23
147,346,56aec740f1ef260003e307d6,58c259a32472460004036b15,8,2,2017-03-10 08:40:43,93
148,257,56aec740f1ef260003e307d6,58c255e92472460004036b11,7,0,2017-03-10 08:29:01,28
149,107,56aec740f1ef260003e307d6,58c254392472460004036b0f,3,0,2017-03-10 08:22:19,49
150,216,56aec740f1ef260003e307d6,58c253e72472460004036b0e,36,3,2017-03-10 08:17:03,146
151,79,56aec740f1ef260003e307d6,58c245a82472460004036afd,12,0,2017-03-10 07:17:05,354
152,34,56aec740f1ef260003e307d6,58c245402472460004036afc,9,4,2017-03-10 07:15:54,24
153,163,56aec740f1ef260003e307d6,58c1a3319653a3000411733c,15,1,2017-03-09 19:46:29,30
154,516,56aec740f1ef260003e307d6,58c18a229653a3000411731f,11,0,2017-03-09 17:59:47,22
155,225,56aec740f1ef260003e307d6,58c185399653a30004117312,7,0,2017-03-09 17:39:06,14
156,172,56aec740f1ef260003e307d6,58c17f6a9653a3000411730b,10,0,2017-03-09 17:14:27,27
157,465,56aec740f1ef260003e307d6,58c179269653a3000411721e,11,0,2017-03-09 16:47:42,18
158,523,56aec740f1ef260003e307d6,58c168b79653a3000411720e,14,0,2017-03-09 15:37:16,49
159,269,56aec740f1ef260003e307d6,58c161329653a30004117206,13,0,2017-03-09 15:04:54,99
160,175,56aec740f1ef260003e307d6,58c156be9653a300041171fe,7,0,2017-03-09 14:20:52,21
161,108,56aec740f1ef260003e307d6,58c143eb9653a300041171a0,9,0,2017-03-09 13:00:28,34
162,114,56aec740f1ef260003e307d6,58c13eec9653a300041170fd,9,6,2017-03-09 12:37:23,69
163,538,56aec740f1ef260003e307d6,58c12eb09653a300041170e6,6,1,2017-03-09 11:28:18,162
164,531,56aec740f1ef260003e307d6,58c12d8e9653a300041170e5,8,0,2017-03-09 11:24:42,46
165,124,56aec740f1ef260003e307d6,58c12a449653a300041170e1,4,0,2017-03-09 11:11:03,94
166,346,56aec740f1ef260003e307d6,58c120c39653a300041170c9,6,0,2017-03-09 10:30:07,52
167,402,56aec740f1ef260003e307d6,58c11b639653a300041170c5,2,0,2017-03-09 10:07:38,16
168,107,56aec740f1ef260003e307d6,58c11a359653a300041170c1,1,0,2017-03-09 10:01:33,56
169,166,56aec740f1ef260003e307d6,58c116959653a300041170c0,12,1,2017-03-09 09:45:05,50
170,257,56aec740f1ef260003e307d6,58c115729653a300041170be,10,1,2017-03-09 09:41:09,98
171,47,56aec740f1ef260003e307d6,58c10f369653a300041170b4,7,0,2017-03-09 09:14:36,30
172,147,56aec740f1ef260003e307d6,58c105ce9653a3000411709c,11,2,2017-03-09 08:35:31,123
173,326,56aec740f1ef260003e307d6,58c0f8e89653a30004117086,13,0,2017-03-09 07:35:49,262
174,273,56aec740f1ef260003e307d6,58c0f0399653a30004117080,8,2,2017-03-09 07:02:54,41
175,331,56aec740f1ef260003e307d6,58c0a05d229efb0004c16675,11,6,2017-03-09 01:21:44,86
176,242,56aec740f1ef260003e307d6,58c07e40229efb0004c1665b,7,11,2017-03-08 22:54:37,96
177,236,56aec740f1ef260003e307d6,58c06f32b155d400041dbe88,6,1,2017-03-08 21:52:55,12
178,255,56aec740f1ef260003e307d6,58c06115b155d400041dbe80,7,1,2017-03-08 20:52:32,8
179,212,56aec740f1ef260003e307d6,58c05f71b155d400041dbe7f,14,0,2017-03-08 20:45:37,37
180,172,56aec740f1ef260003e307d6,58c05a93b155d400041dbe7d,4,0,2017-03-08 20:24:57,27
181,206,56aec740f1ef260003e307d6,58c04013cff4fa0004dd483d,10,0,2017-03-08 18:30:52,112
182,516,56aec740f1ef260003e307d6,58c03e25cff4fa0004dd4837,1,3,2017-03-08 18:22:53,53
183,510,56aec740f1ef260003e307d6,58c01903cff4fa0004dd4726,8,1,2017-03-08 15:44:28,95
184,19,56aec740f1ef260003e307d6,58c00f8fcff4fa0004dd471d,7,12,2017-03-08 15:04:39,93
185,436,56aec740f1ef260003e307d6,58c00eefcff4fa0004dd471c,12,18,2017-03-08 14:59:06,324
186,531,56aec740f1ef260003e307d6,58c00a28cff4fa0004dd4717,19,0,2017-03-08 14:39:27,129
187,217,56aec740f1ef260003e307d6,58bff9d2cff4fa0004dd4701,10,4,2017-03-08 13:29:58,284
188,491,56aec740f1ef260003e307d6,58bff927cff4fa0004dd4700,4,9,2017-03-08 13:27:54,151
189,271,56aec740f1ef260003e307d6,58bfe380cff4fa0004dd460e,2,5,2017-03-08 11:56:58,9
190,538,56aec740f1ef260003e307d6,58bfdf77cff4fa0004dd4609,9,1,2017-03-08 11:39:05,29
191,400,56aec740f1ef260003e307d6,58bfddb3cff4fa0004dd4605,8,8,2017-03-08 11:31:49,51
192,346,56aec740f1ef260003e307d6,58bfdb73cff4fa0004dd4603,9,1,2017-03-08 11:19:45,197
193,124,56aec740f1ef260003e307d6,58bfda6fcff4fa0004dd4602,0,1,2017-03-08 11:18:20,21
194,175,56aec740f1ef260003e307d6,58bfcf34cff4fa0004dd45ca,0,1,2017-03-08 10:30:03,11
195,209,56aec740f1ef260003e307d6,58bfbd1dcff4fa0004dd45a0,13,1,2017-03-08 09:13:03,154
196,351,56aec740f1ef260003e307d6,58bfb847cff4fa0004dd459d,11,0,2017-03-08 08:54:39,60
197,274,56aec740f1ef260003e307d6,58bfb0abcff4fa0004dd4592,11,0,2017-03-08 08:19:53,27
198,326,56aec740f1ef260003e307d6,58bfa81fcff4fa0004dd4580,9,0,2017-03-08 07:42:59,41
199,96,56aec740f1ef260003e307d6,58bf4b9dcff4fa0004dd455f,1,0,2017-03-08 01:08:47,10
200,292,56aec740f1ef260003e307d6,58bf462acff4fa0004dd455c,30,0,2017-03-08 00:43:23,259
201,273,56aec740f1ef260003e307d6,58bf3265cff4fa0004dd4544,6,0,2017-03-07 23:21:11,22
202,255,56aec740f1ef260003e307d6,58bf128ecff4fa0004dd450d,10,2,2017-03-07 21:04:50,49
203,246,56aec740f1ef260003e307d6,58befd8fcff4fa0004dd44ec,19,15,2017-03-07 19:20:45,167
204,271,56aec740f1ef260003e307d6,58bef67b0d9dcc0004d8563d,15,14,2017-03-07 19:05:24,34
205,382,56aec740f1ef260003e307d6,58beee7e0d9dcc0004d8562a,17,14,2017-03-07 18:30:37,111
206,172,56aec740f1ef260003e307d6,58bee3250d9dcc0004d8561f,5,0,2017-03-07 17:42:39,27
207,175,56aec740f1ef260003e307d6,58becf4d0d9dcc0004d85514,10,0,2017-03-07 16:18:20,36
208,124,56aec740f1ef260003e307d6,58beb5110d9dcc0004d854e9,1,0,2017-03-07 14:26:30,23
209,169,56aec740f1ef260003e307d6,58bea0f20d9dcc0004d85442,20,0,2017-03-07 12:42:32,232
210,380,56aec740f1ef260003e307d6,58be9a890d9dcc0004d853f6,18,3,2017-03-07 12:32:59,115
211,538,56aec740f1ef260003e307d6,58be990f0d9dcc0004d853f0,4,0,2017-03-07 12:26:11,96
212,351,56aec740f1ef260003e307d6,58be7cbe0d9dcc0004d8539a,22,1,2017-03-07 10:26:11,122
213,114,56aec740f1ef260003e307d6,58be7d1c0d9dcc0004d8539c,13,0,2017-03-07 10:25:27,208
214,19,56aec740f1ef260003e307d6,58be794a0d9dcc0004d85397,9,0,2017-03-07 10:09:45,218
215,269,56aec740f1ef260003e307d6,58be6c920d9dcc0004d8538c,4,0,2017-03-07 09:17:00,12
216,274,56aec740f1ef260003e307d6,58be5b1d0d9dcc0004d8537e,6,1,2017-03-07 08:02:19,44
217,216,56aec740f1ef260003e307d6,58be5b3b0d9dcc0004d8537f,20,0,2017-03-07 08:00:43,313
218,421,56aec740f1ef260003e307d6,58bdf07a0d9dcc0004d85323,7,5,2017-03-07 00:26:12,250
219,206,56aec740f1ef260003e307d6,58bdcfcb0d9dcc0004d85316,5,0,2017-03-06 22:07:42,55
220,262,56aec740f1ef260003e307d6,58bdcb920d9dcc0004d85312,2,1,2017-03-06 21:56:00,16
221,538,56aec740f1ef260003e307d6,58bdc7fb0d9dcc0004d8530e,2,0,2017-03-06 21:32:52,116
222,95,56aec740f1ef260003e307d6,58bdb4540d9dcc0004d85304,15,1,2017-03-06 20:09:17,179
223,213,56aec740f1ef260003e307d6,58bda6cb0d9dcc0004d852f4,17,2,2017-03-06 19:13:11,40
224,382,56aec740f1ef260003e307d6,58bda2ee0d9dcc0004d852ee,5,2,2017-03-06 18:56:27,50
225,516,56aec740f1ef260003e307d6,58bd8d7088a6360004a84d22,13,6,2017-03-06 17:23:08,50
226,116,56aec740f1ef260003e307d6,58bd321431608400049b2fe6,6,1,2017-03-06 10:54:05,64
227,269,56aec740f1ef260003e307d6,58bd2a7531608400049b2fde,6,1,2017-03-06 10:22:56,11
228,523,56aec740f1ef260003e307d6,58bd234531608400049b2fd8,8,3,2017-03-06 09:51:42,96
229,124,56aec740f1ef260003e307d6,58bd1c1531608400049b2fc6,1,2,2017-03-06 09:21:33,11
230,326,56aec740f1ef260003e307d6,58bd04e431608400049b2efd,6,1,2017-03-06 07:41:20,39
231,34,56aec740f1ef260003e307d6,58bd025831608400049b2efb,7,1,2017-03-06 07:28:47,38
232,212,56aec740f1ef260003e307d6,58bd017531608400049b2efa,5,10,2017-03-06 07:24:44,177
233,273,56aec740f1ef260003e307d6,58bcc54531608400049b2ef4,5,1,2017-03-06 03:10:51,57
234,273,56aec740f1ef260003e307d6,58bc2c4ebbacda0004d669c1,5,1,2017-03-05 16:18:00,57
235,102,56aec740f1ef260003e307d6,58bc0d0df8dfb4000494e49e,8,11,2017-03-05 14:04:04,251
236,298,56aec740f1ef260003e307d6,58bbec95f8dfb4000494e49c,3,1,2017-03-05 11:45:25,24
237,273,56aec740f1ef260003e307d6,58bb22fcf8dfb4000494e484,3,1,2017-03-04 21:26:10,23
238,373,56aec740f1ef260003e307d6,58ba994d6e8dfc00040e4eb6,3,3,2017-03-04 11:38:23,14
239,326,56aec740f1ef260003e307d6,58ba88a86e8dfc00040e4eb2,8,0,2017-03-04 10:25:58,96
240,269,56aec740f1ef260003e307d6,58ba84486e8dfc00040e4eb0,1,2,2017-03-04 10:07:41,43
241,217,56aec740f1ef260003e307d6,58ba7e8a6e8dfc00040e4eaf,3,4,2017-03-04 09:41:31,226
242,34,56aec740f1ef260003e307d6,58ba711be75bf80004df65b0,11,0,2017-03-04 08:44:33,65
243,280,56aec740f1ef260003e307d6,58ba15b0e75bf80004df65a5,11,0,2017-03-04 02:17:09,70
244,170,56aec740f1ef260003e307d6,58b9c641e75bf80004df657e,10,3,2017-03-03 20:38:27,34
245,213,56aec740f1ef260003e307d6,58b9ba72e75bf80004df6573,25,3,2017-03-03 19:46:59,259
246,206,56aec740f1ef260003e307d6,58b9b543e75bf80004df6570,4,0,2017-03-03 19:25:40,45
247,271,56aec740f1ef260003e307d6,58b9ae3ae75bf80004df653e,0,1,2017-03-03 18:56:03,13
248,255,56aec740f1ef260003e307d6,58b9aa00e75bf80004df6532,2,0,2017-03-03 18:37:46,14
249,262,56aec740f1ef260003e307d6,58b9a7ade75bf80004df652c,6,0,2017-03-03 18:32:09,129
250,269,56aec740f1ef260003e307d6,58b9985ce75bf80004df6520,7,0,2017-03-03 17:22:06,47
251,175,56aec740f1ef260003e307d6,58b94e2846b59c00044ee515,2,3,2017-03-03 12:05:59,24
252,523,56aec740f1ef260003e307d6,58b940b146b59c00044ee4fd,5,2,2017-03-03 11:08:04,51
253,124,56aec740f1ef260003e307d6,58b93dde46b59c00044ee4f8,4,4,2017-03-03 10:55:27,36
254,34,56aec740f1ef260003e307d6,58b91ead46b59c00044ee4d4,5,0,2017-03-03 08:40:39,37
255,326,56aec740f1ef260003e307d6,58b90f2f46b59c00044ee4c9,9,0,2017-03-03 07:36:20,22
256,273,56aec740f1ef260003e307d6,58b8fe9846b59c00044ee4c2,5,0,2017-03-03 06:26:27,6
257,389,56aec740f1ef260003e307d6,58b8b55946b59c00044ee4b6,6,1,2017-03-03 01:13:13,43
258,329,56aec740f1ef260003e307d6,58b89a3a46b59c00044ee4af,2,0,2017-03-02 23:18:24,11
259,433,56aec740f1ef260003e307d6,58b87b927a5e700004eaf9bb,4,1,2017-03-02 21:05:57,204
260,523,56aec740f1ef260003e307d6,58b86d057a5e700004eaf9b5,1,2,2017-03-02 20:05:22,30
