companyAlias,employee,stillExists,lastParticipationDate,vote.mean,vote.mode,vote.min,vote.max,likes.mean,likes.min,likes.max,dislikes.mean,dislikes.min,dislikes.max,likesRatio.d,stillExists.meanDislikedComments,stillExists.meanLikedComments,vote.count_box-cox,diffDaysVote.max_box-cox,diffDaysVote.median_box-cox,carac.mean_box-cox,carac.min_box-cox,carac.max_box-cox,diffDaysComment.min_box-cox,diffDaysComment.max_box-cox,diffDaysComment.median_box-cox,commentId.count_box-cox,genderMale,companyTypeService
5370af43e4b0cff95558c12a,39,1,2017-03-17 01:00:00,2.96875,3,1,4,3.5384615384615383,0.0,12.0,1.3461538461538465,0.0,8.0,0.0,0.4482758620689655,0.6503496503496503,4.91930689304627,18.073890069327902,11.781023554390872,7.582039630192396,2.430742059455032,9.78159770663803,3.2528813282893942,42.48236102272037,30.908605044466416,2.1867286629171456,1,1
5370af43e4b0cff95558c12a,40,1,2017-03-11 01:00:00,2.4705882352941178,3,1,3,2.0,1.0,3.0,1.3333333333333333,0.0,2.0,0.0,0.5,0.5882352941176471,3.025482365148794,17.535529055237124,8.773595126412435,8.137608216784683,4.341196645945537,8.20065363583711,3.5849763163409882,39.878649103179924,14.303013923025558,1.1574219687511909,1,1
5370af43e4b0cff95558c12a,41,0,2016-09-01 02:00:00,3.5047619047619047,4,1,4,5.193548387096774,1.0,13.0,0.6451612903225806,0.0,4.0,2.0,0.5294117647058824,0.44660194174757284,5.021872311076445,13.784802967342088,10.69928032148517,9.3146258115786,2.430742059455032,12.390623213611644,3.973625850301189,28.56193853693987,20.777659206277804,2.2552437792279534,0,1
5370af43e4b0cff95558c12a,42,1,2017-02-28 01:00:00,2.380952380952381,1,1,4,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.16666666666666666,3.245894790676574,17.609027401838595,14.248202647407565,3.675368614958977,3.0009675513430345,3.2055367412443885,4.9206302156983295,39.94231373489722,30.68950285055809,0.6324371872913289,0,1
5370af43e4b0cff95558c12a,43,1,2017-02-09 01:00:00,3.1904761904761907,3,2,4,3.4444444444444446,1.0,9.0,0.7777777777777778,0.0,3.0,0.0,1.0,0.4666666666666667,3.245894790676574,17.405562490161696,14.461305547085871,9.228907230158907,3.3102585427553746,9.966465827788877,2.7091573761223624,39.3017336556527,27.965359508636787,1.7170961090778822,0,1
5370af43e4b0cff95558c12a,44,0,2016-09-16 02:00:00,1.765625,1,1,4,2.388888888888889,0.0,6.0,1.8333333333333333,0.0,6.0,0.0,0.42857142857142855,0.475,4.460085819052201,14.169615247909558,10.776860752855711,5.674257505527424,0.0,11.273381638641453,0.6855529438045609,29.64189678117356,17.958469310859776,2.034698944909387,1,1
5370af43e4b0cff95558c12a,45,1,2016-05-06 02:00:00,3.1818181818181817,3,3,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,1.0,2.5843405653324982,8.85417961046164,7.068496204924716,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,47,0,2016-05-10 08:13:17,2.07843137254902,3,1,3,4.2,0.0,14.0,0.7,0.0,1.0,1.0,0.3125,0.56,4.206604950657299,9.566353182957716,6.208527624017926,19.794741362737376,1.2432914545535971,24.572603037297164,0.0,14.017555282116104,6.319260231455621,1.767788707312065,1,1
5370af43e4b0cff95558c12a,48,1,2017-02-06 01:00:00,3.2790697674418605,4,1,4,3.928571428571429,0.0,12.0,0.5714285714285714,0.0,4.0,1.0,0.3333333333333333,0.5277777777777778,4.017997373228939,17.33050931828142,13.284218309789344,8.852148130361844,3.0009675513430345,10.17403791655325,2.462987950713139,39.878649103179924,26.491222183275728,2.2159273790966685,0,1
5370af43e4b0cff95558c12a,51,1,2016-12-21 01:00:00,3.118811881188119,3,1,4,0.25,0.0,1.0,1.25,0.0,4.0,0.0,0.8333333333333334,0.5454545454545454,5.781736574900796,16.359773526047146,12.269758929305404,0.6233547857393084,0.0,0.7630977236785729,3.128769273869139,33.66825380508767,23.742858232873687,1.659526658716279,0,1
5370af43e4b0cff95558c12a,52,1,2017-03-20 01:00:00,3.958904109589041,4,3,4,6.5,2.0,17.0,0.2222222222222222,0.0,1.0,2.0,1.0,0.5752688172043011,4.608211289934613,18.126160582291817,14.028598366563264,12.16395812557518,4.606591970734098,14.093090819379846,2.9015875009052396,42.54269644051893,27.351021481554504,2.034698944909387,0,1
5370af43e4b0cff95558c12a,53,1,2017-03-15 16:54:39,3.4383561643835616,4,1,4,3.042553191489361,0.0,11.0,0.7659574468085106,0.0,8.0,0.0,0.6,0.6470588235294118,4.608211289934613,18.0213460749029,14.028598366563264,6.8310575801973155,0.0,11.00623025537217,0.0,42.30091532172594,27.7213602003998,2.4066562303666688,1,1
5370af43e4b0cff95558c12a,54,0,2017-03-03 16:57:19,3.294117647058824,4,1,4,5.5,2.0,10.0,0.25,0.0,2.0,2.0,0.0,0.8421052631578947,3.025482365148794,17.808362793977754,7.838488292088431,9.001006671639235,3.161098816825789,10.14489027263556,0.0,41.506865952947635,8.489295964571728,1.8535678490441938,0,1
5370af43e4b0cff95558c12a,55,0,2016-11-29 01:00:00,1.941634241245136,1,1,4,3.5824175824175826,0.0,11.0,1.2527472527472527,0.0,7.0,0.0,0.6170212765957447,0.40331491712707185,6.066050024140617,15.976165462553872,11.292884758727672,13.370170125880088,0.0,24.572603037297164,1.5688886307214231,35.39535426099846,24.20020712886848,2.4832110176783475,0,1
5370af43e4b0cff95558c12a,56,1,2017-03-06 01:00:00,3.787234042553192,4,1,4,3.125,0.0,8.0,1.0625,0.0,4.0,0.0,0.42857142857142855,0.5833333333333334,4.116111690405226,17.86203715007366,13.878339788677575,8.594563117886477,3.161098816825789,13.864723657768238,4.22991550218848,41.69124980759036,27.64771397021981,1.9835099397961322,0,1
5370af43e4b0cff95558c12a,57,1,2017-03-08 01:00:00,3.046511627906977,3,1,4,2.4,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.40384615384615385,4.793925151363906,17.645571239411055,14.744515357206794,5.8145432733801385,0.0,6.693904829535308,4.425964045377733,40.57428576378914,29.84120204875524,1.4221339774298807,0,1
5370af43e4b0cff95558c12a,58,0,2016-08-14 02:00:00,2.571428571428572,3,1,4,6.25,1.0,12.0,0.75,0.0,3.0,2.0,0.25,0.3548387096774194,3.5516047877691177,12.568856530090137,9.876741090279616,10.117970777352056,4.04439258905798,10.345583991775383,4.172782436747828,24.906208208014,19.152018303462576,1.306663853678928,0,1
5370af43e4b0cff95558c12a,59,1,2017-01-02 15:05:12,3.0,3,3,3,2.5,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.4168847278617316,15.43792319008651,4.8813640500857955,5.87351291367395,3.8243216921312455,5.435370087969956,0.0,7.334605787935576,4.274637058201097,0.9513297040333372,0,1
5370af43e4b0cff95558c12a,60,1,2017-02-22 01:00:00,3.0689655172413794,3,2,4,4.6,1.0,11.0,0.2,0.0,1.0,2.0,1.0,0.3333333333333333,3.589304095040903,16.627214367768122,12.7908846850887,7.532554004909718,3.3102585427553746,7.4890250539616305,3.853155765080488,37.6600760361647,12.87324229208802,1.4221339774298807,0,1
5370af43e4b0cff95558c12a,62,1,2017-03-17 01:00:00,3.0228571428571427,3,1,4,3.333333333333333,1.0,7.0,0.3333333333333333,0.0,1.0,2.0,1.0,0.5,5.613501455058875,16.70798460839452,11.649293012964822,7.473892181345131,0.7489912808977275,7.835735958210953,4.0679830316916386,37.92678280574622,28.919495853482232,1.1574219687511909,0,1
5370af43e4b0cff95558c12a,63,0,2016-11-30 01:00:00,3.076923076923077,3,1,4,6.1,1.0,10.0,0.2,0.0,1.0,2.0,0.3333333333333333,0.46511627906976744,4.228173616912034,14.223132850567202,10.58887928254323,8.691547057513402,4.432769094300155,8.372432339683188,0.0,29.477903814506494,17.56844455388295,1.767788707312065,0,1
5370af43e4b0cff95558c12a,64,0,2016-11-30 01:00:00,3.6226415094339615,4,2,4,1.7,0.0,9.0,0.1,0.0,1.0,2.0,0.0,0.625,4.249351641599912,13.078480727281837,7.557874194774334,8.062498022687086,1.9324508384096557,8.775485504132485,0.0,26.652141377849144,11.14416329010962,2.079470700592664,1,1
5370af43e4b0cff95558c12a,65,0,2016-09-27 02:00:00,3.0,3,3,3,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,1.1177657606705647,4.3193952529296125,2.850927757402144,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,66,0,2017-01-19 01:00:00,3.125,4,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.938565441683139,11.731682524879567,9.304194486030614,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,67,0,2016-11-10 01:00:00,3.125,3,3,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.2747315108675723,8.430476201208403,5.742380427874188,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,68,0,2017-01-18 01:00:00,3.651162790697674,4,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,4.017997373228939,11.69458398891982,8.992535021740364,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,69,0,2017-01-18 01:00:00,2.75,4,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.670982187768815,11.69458398891982,10.32819059206558,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,70,0,2017-01-19 01:00:00,3.3846153846153846,4,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.75139401804988,11.731682524879567,9.894809188853863,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,71,0,2017-01-16 01:00:00,3.0294117647058822,3,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.7612298110034192,11.544192021122162,8.927848946595205,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,72,0,2016-12-22 01:00:00,3.8947368421052633,4,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,4.330428626080838,10.295262465118794,6.936991218487362,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,73,0,2016-10-31 01:00:00,3.142857142857143,3,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.1487751991467845,7.689539380748019,4.8813640500857955,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,74,0,2016-10-09 02:00:00,2.7333333333333334,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.8967568126650876,5.1684006119320625,3.801684312819144,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,75,0,2017-01-23 01:00:00,3.663551401869159,4,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,5.043515949979621,11.878155634370973,7.838488292088431,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,76,0,2017-01-09 01:00:00,3.953125,4,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,4.460085819052201,11.351500168562447,8.660412766359455,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,77,0,2016-12-08 01:00:00,3.1666666666666665,3,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.006539558142445,9.965756082885333,5.78719383926902,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,78,0,2016-12-27 01:00:00,3.206896551724138,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.589304095040903,10.823357321906084,8.949503199578345,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,79,0,2016-10-26 02:00:00,2.7142857142857144,2,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.1487751991467845,7.391530708769686,6.66096879051715,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,80,0,2017-01-16 01:00:00,3.5128205128205128,4,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.910832241435147,11.61979287858529,9.161107079580457,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,83,0,2017-01-09 01:00:00,3.1481481481481484,4,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.512624642872262,11.351500168562447,9.119483260025637,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,84,0,2016-09-16 02:00:00,3.0,3,3,3,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,1.1177657606705647,2.1082014006710845,1.293078503863085,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,85,0,2017-01-19 01:00:00,2.58974358974359,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.910832241435147,11.731682524879567,9.404034349411095,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,86,0,2017-01-12 01:00:00,3.857142857142857,4,3,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.245894790676574,11.467759373841174,8.818155307337063,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,87,0,2017-01-23 01:00:00,3.027027027027027,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,4.623578284234948,11.878155634370973,8.68325738213318,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,88,0,2017-01-23 01:00:00,3.0779220779220777,3,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,4.668516192624703,11.841820602084262,7.132760950470624,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,89,0,2016-11-24 01:00:00,3.0,3,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.5843405653324982,9.248396923169095,7.6722127002927305,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,90,0,2017-01-13 01:00:00,2.72,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.4304449002476782,10.47612817699338,7.838488292088431,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,91,0,2017-01-23 01:00:00,2.9838709677419355,3,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,4.4244773994605415,10.907368545410842,7.756108362164437,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,92,0,2016-11-14 01:00:00,3.4285714285714284,3,3,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.1487751991467845,6.907906602920442,5.412513991073625,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,93,0,2017-01-23 01:00:00,3.2777777777777777,3,2,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.823411582332499,10.907368545410842,7.3200149123107465,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,94,0,2017-01-20 01:00:00,2.5517241379310347,3,1,3,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.589304095040903,10.78094799792024,8.818155307337063,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,95,0,2017-01-23 01:00:00,2.675,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.938565441683139,10.907368545410842,8.328838726292764,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,96,0,2016-10-14 02:00:00,2.6666666666666665,3,2,3,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,1.4168847278617316,1.3177296870103712,0.7674652916796306,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,1,1
5370af43e4b0cff95558c12a,97,0,2016-12-05 01:00:00,2.625,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.2747315108675723,8.430476201208403,7.100748813568688,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,98,0,2016-11-22 01:00:00,2.1538461538461537,3,1,3,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,2.75139401804988,7.542733248938586,5.50982943965651,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
5370af43e4b0cff95558c12a,99,0,2017-01-20 01:00:00,2.962962962962963,3,1,4,6.631448203475065,2.344740634005764,14.630043227665706,1.1693803788772703,0.2471181556195965,4.38328530259366,1.0,0.0,0.0,3.512624642872262,10.608516703560895,8.49745248311666,11.914129422431095,5.225205948028084,12.937678632744603,2.22018957192814,22.95168510249377,14.920642800852495,0.0,0,1
