,employee,companyAlias,numVotes,lastParticipationDate,stillExists
604,131,5370af43e4b0cff95558c12a,11,2016-12-02 01:00:00,0
608,137,5370af43e4b0cff95558c12a,11,2016-12-02 01:00:00,0
640,182,5370af43e4b0cff95558c12a,11,2017-01-16 01:00:00,0
688,266,5370af43e4b0cff95558c12a,11,2017-03-03 16:59:25,0
499,69,5370af43e4b0cff95558c12a,12,2017-01-18 01:00:00,0
633,170,5370af43e4b0cff95558c12a,12,2016-11-24 01:00:00,0
647,192,5370af43e4b0cff95558c12a,12,2016-12-06 01:00:00,0
679,253,5370af43e4b0cff95558c12a,12,2016-11-30 01:00:00,0
695,273,5370af43e4b0cff95558c12a,12,2017-01-04 01:00:00,0
501,70,5370af43e4b0cff95558c12a,13,2017-01-19 01:00:00,0
555,98,5370af43e4b0cff95558c12a,13,2016-11-22 01:00:00,0
624,160,5370af43e4b0cff95558c12a,13,2016-11-26 01:00:00,0
676,249,5370af43e4b0cff95558c12a,13,2016-12-22 01:00:00,0
599,124,5370af43e4b0cff95558c12a,14,2017-01-20 01:00:00,0
421,28,5370af43e4b0cff95558c12a,15,2017-01-30 17:02:25,1
509,74,5370af43e4b0cff95558c12a,15,2016-10-09 02:00:00,0
601,128,5370af43e4b0cff95558c12a,15,2016-12-27 01:00:00,0
684,260,5370af43e4b0cff95558c12a,15,2017-03-06 01:00:00,1
673,245,5370af43e4b0cff95558c12a,16,2017-01-03 01:00:00,0
445,40,5370af43e4b0cff95558c12a,17,2017-03-11 01:00:00,1
470,54,5370af43e4b0cff95558c12a,17,2017-03-03 16:57:19,0
652,198,5370af43e4b0cff95558c12a,17,2016-12-06 01:00:00,0
685,261,5370af43e4b0cff95558c12a,17,2017-01-18 01:00:00,0
691,269,5370af43e4b0cff95558c12a,17,2017-03-10 12:54:38,1
602,129,5370af43e4b0cff95558c12a,18,2017-01-17 01:00:00,0
627,163,5370af43e4b0cff95558c12a,18,2016-11-18 01:00:00,0
610,140,5370af43e4b0cff95558c12a,19,2016-12-05 01:00:00,0
409,22,5370af43e4b0cff95558c12a,20,2016-05-26 09:16:56,0
644,188,5370af43e4b0cff95558c12a,20,2017-01-14 01:00:00,0
702,280,5370af43e4b0cff95558c12a,20,2017-03-16 01:00:00,1
449,42,5370af43e4b0cff95558c12a,21,2017-02-28 01:00:00,1
451,43,5370af43e4b0cff95558c12a,21,2017-02-09 01:00:00,1
531,86,5370af43e4b0cff95558c12a,21,2017-01-12 01:00:00,0
618,152,5370af43e4b0cff95558c12a,21,2017-01-16 01:00:00,0
680,254,5370af43e4b0cff95558c12a,21,2017-01-13 01:00:00,0
592,117,5370af43e4b0cff95558c12a,22,2017-01-23 01:00:00,0
637,176,5370af43e4b0cff95558c12a,22,2017-01-17 01:00:00,0
423,29,5370af43e4b0cff95558c12a,24,2016-09-14 17:03:44,1
657,203,5370af43e4b0cff95558c12a,24,2017-01-20 01:00:00,0
539,90,5370af43e4b0cff95558c12a,25,2017-01-13 01:00:00,0
654,200,5370af43e4b0cff95558c12a,25,2016-12-19 01:00:00,0
704,286,5370af43e4b0cff95558c12a,25,2017-03-20 01:00:00,1
605,133,5370af43e4b0cff95558c12a,26,2017-01-10 01:00:00,0
693,271,5370af43e4b0cff95558c12a,26,2017-03-20 01:00:00,1
525,83,5370af43e4b0cff95558c12a,27,2017-01-09 01:00:00,0
557,99,5370af43e4b0cff95558c12a,27,2017-01-20 01:00:00,0
617,151,5370af43e4b0cff95558c12a,27,2017-01-19 01:00:00,0
632,169,5370af43e4b0cff95558c12a,27,2017-01-17 01:00:00,0
478,58,5370af43e4b0cff95558c12a,28,2016-08-14 02:00:00,0
482,60,5370af43e4b0cff95558c12a,29,2017-02-22 01:00:00,1
517,78,5370af43e4b0cff95558c12a,29,2016-12-27 01:00:00,0
547,94,5370af43e4b0cff95558c12a,29,2017-01-20 01:00:00,0
572,107,5370af43e4b0cff95558c12a,29,2017-01-23 01:00:00,0
580,111,5370af43e4b0cff95558c12a,30,2017-01-13 01:00:00,0
593,118,5370af43e4b0cff95558c12a,30,2017-01-20 01:00:00,0
626,162,5370af43e4b0cff95558c12a,32,2017-01-12 01:00:00,0
668,233,5370af43e4b0cff95558c12a,32,2016-11-14 01:00:00,0
411,23,5370af43e4b0cff95558c12a,34,2016-11-12 01:00:00,1
503,71,5370af43e4b0cff95558c12a,34,2017-01-16 01:00:00,0
545,93,5370af43e4b0cff95558c12a,36,2017-01-23 01:00:00,0
641,184,5370af43e4b0cff95558c12a,36,2017-01-13 01:00:00,0
690,268,5370af43e4b0cff95558c12a,37,2017-01-16 01:00:00,1
597,122,5370af43e4b0cff95558c12a,38,2017-01-23 01:00:00,0
616,150,5370af43e4b0cff95558c12a,38,2017-01-09 01:00:00,0
694,272,5370af43e4b0cff95558c12a,38,2017-01-18 01:00:00,0
699,277,5370af43e4b0cff95558c12a,38,2017-03-17 01:00:00,1
521,80,5370af43e4b0cff95558c12a,39,2017-01-16 01:00:00,0
529,85,5370af43e4b0cff95558c12a,39,2017-01-19 01:00:00,0
429,32,5370af43e4b0cff95558c12a,40,2017-01-25 01:00:00,1
493,66,5370af43e4b0cff95558c12a,40,2017-01-19 01:00:00,0
549,95,5370af43e4b0cff95558c12a,40,2017-01-23 01:00:00,0
666,228,5370af43e4b0cff95558c12a,40,2016-12-12 01:00:00,0
675,248,5370af43e4b0cff95558c12a,41,2016-12-05 01:00:00,0
433,34,5370af43e4b0cff95558c12a,42,2016-11-16 01:00:00,0
460,48,5370af43e4b0cff95558c12a,43,2017-02-06 01:00:00,1
497,68,5370af43e4b0cff95558c12a,43,2017-01-18 01:00:00,0
669,234,5370af43e4b0cff95558c12a,44,2017-01-23 01:00:00,0
670,236,5370af43e4b0cff95558c12a,45,2017-01-23 01:00:00,0
700,278,5370af43e4b0cff95558c12a,45,2017-03-20 01:00:00,1
474,56,5370af43e4b0cff95558c12a,47,2017-03-06 01:00:00,1
405,20,5370af43e4b0cff95558c12a,51,2016-12-16 01:00:00,1
458,47,5370af43e4b0cff95558c12a,51,2016-05-10 08:13:17,0
487,63,5370af43e4b0cff95558c12a,52,2016-11-30 01:00:00,0
631,168,5370af43e4b0cff95558c12a,52,2017-01-23 01:00:00,0
489,64,5370af43e4b0cff95558c12a,53,2016-11-30 01:00:00,0
619,154,5370af43e4b0cff95558c12a,55,2017-01-23 01:00:00,0
661,210,5370af43e4b0cff95558c12a,55,2017-01-20 01:00:00,0
505,72,5370af43e4b0cff95558c12a,57,2016-12-22 01:00:00,0
674,246,5370af43e4b0cff95558c12a,60,2017-01-19 01:00:00,0
564,103,5370af43e4b0cff95558c12a,61,2017-01-20 01:00:00,0
439,37,5370af43e4b0cff95558c12a,62,2016-12-13 01:00:00,0
541,91,5370af43e4b0cff95558c12a,62,2017-01-23 01:00:00,0
638,179,5370af43e4b0cff95558c12a,62,2017-01-23 01:00:00,0
453,44,5370af43e4b0cff95558c12a,64,2016-09-16 02:00:00,0
513,76,5370af43e4b0cff95558c12a,64,2017-01-09 01:00:00,0
413,24,5370af43e4b0cff95558c12a,66,2016-07-18 02:00:00,0
419,27,5370af43e4b0cff95558c12a,70,2017-03-06 01:00:00,1
620,156,5370af43e4b0cff95558c12a,71,2017-01-23 01:00:00,0
407,21,5370af43e4b0cff95558c12a,72,2016-12-27 01:00:00,1
466,52,5370af43e4b0cff95558c12a,73,2017-03-20 01:00:00,1
468,53,5370af43e4b0cff95558c12a,73,2017-03-15 16:54:39,1
533,87,5370af43e4b0cff95558c12a,74,2017-01-23 01:00:00,0
614,147,5370af43e4b0cff95558c12a,75,2017-01-23 01:00:00,0
431,33,5370af43e4b0cff95558c12a,77,2016-11-21 01:00:00,0
535,88,5370af43e4b0cff95558c12a,77,2017-01-23 01:00:00,0
683,259,5370af43e4b0cff95558c12a,78,2017-03-19 01:00:00,1
476,57,5370af43e4b0cff95558c12a,86,2017-03-08 01:00:00,1
443,39,5370af43e4b0cff95558c12a,96,2017-03-17 01:00:00,1
623,159,5370af43e4b0cff95558c12a,100,2017-01-23 01:00:00,0
447,41,5370af43e4b0cff95558c12a,105,2016-09-01 02:00:00,0
511,75,5370af43e4b0cff95558c12a,107,2017-01-23 01:00:00,0
415,25,5370af43e4b0cff95558c12a,145,2017-03-20 01:00:00,1
485,62,5370af43e4b0cff95558c12a,175,2017-03-17 01:00:00,1
464,51,5370af43e4b0cff95558c12a,202,2016-12-21 01:00:00,1
402,18,5370af43e4b0cff95558c12a,203,2017-03-12 01:00:00,1
427,31,5370af43e4b0cff95558c12a,244,2017-03-16 01:00:00,1
472,55,5370af43e4b0cff95558c12a,257,2016-11-29 01:00:00,0
441,38,5370af43e4b0cff95558c12a,377,2017-03-20 08:57:56,1
3435,10,53a2dd43e4b01cc02f1e9011,1,2016-09-05 11:26:09,1
3445,24,53a2dd43e4b01cc02f1e9011,1,2016-10-24 02:00:00,1
3447,26,53a2dd43e4b01cc02f1e9011,1,2016-09-19 02:00:00,1
3448,27,53a2dd43e4b01cc02f1e9011,1,2016-03-18 01:00:00,0
3460,41,53a2dd43e4b01cc02f1e9011,1,2016-09-12 02:00:00,1
3467,49,53a2dd43e4b01cc02f1e9011,1,2016-10-04 15:50:26,1
3483,78,53a2dd43e4b01cc02f1e9011,1,2016-03-18 01:00:00,0
3513,120,53a2dd43e4b01cc02f1e9011,1,2016-03-18 01:00:00,1
3516,123,53a2dd43e4b01cc02f1e9011,1,2016-03-18 10:08:59,1
3520,128,53a2dd43e4b01cc02f1e9011,1,2016-03-18 01:00:00,0
3527,138,53a2dd43e4b01cc02f1e9011,1,2016-03-18 12:39:08,1
3529,140,53a2dd43e4b01cc02f1e9011,1,2016-09-05 02:00:00,1
3531,142,53a2dd43e4b01cc02f1e9011,1,2016-03-18 01:00:00,0
3568,191,53a2dd43e4b01cc02f1e9011,1,2016-04-18 02:00:00,1
3575,199,53a2dd43e4b01cc02f1e9011,1,2016-06-08 02:00:00,0
3438,13,53a2dd43e4b01cc02f1e9011,2,2016-03-22 01:50:16,1
3476,70,53a2dd43e4b01cc02f1e9011,2,2016-09-20 16:13:15,1
3481,76,53a2dd43e4b01cc02f1e9011,2,2016-10-03 02:00:00,1
3484,80,53a2dd43e4b01cc02f1e9011,2,2016-03-22 01:00:00,0
3490,88,53a2dd43e4b01cc02f1e9011,2,2016-03-31 13:00:40,1
3500,101,53a2dd43e4b01cc02f1e9011,2,2016-03-24 01:00:00,1
3510,117,53a2dd43e4b01cc02f1e9011,2,2016-03-19 10:29:26,1
3512,119,53a2dd43e4b01cc02f1e9011,2,2016-03-21 01:00:00,0
3522,130,53a2dd43e4b01cc02f1e9011,2,2016-07-23 02:00:00,1
3533,145,53a2dd43e4b01cc02f1e9011,2,2016-05-11 19:53:10,1
3561,184,53a2dd43e4b01cc02f1e9011,2,2016-10-17 02:00:00,1
3563,186,53a2dd43e4b01cc02f1e9011,2,2016-04-20 02:00:00,1
3441,16,53a2dd43e4b01cc02f1e9011,3,2016-03-22 18:12:20,1
3446,25,53a2dd43e4b01cc02f1e9011,3,2016-04-11 02:00:00,1
3451,30,53a2dd43e4b01cc02f1e9011,3,2016-03-22 01:00:00,1
3471,54,53a2dd43e4b01cc02f1e9011,3,2016-09-29 02:00:00,1
3552,172,53a2dd43e4b01cc02f1e9011,3,2016-04-13 23:37:31,1
3463,44,53a2dd43e4b01cc02f1e9011,4,2016-03-23 11:35:51,1
3468,51,53a2dd43e4b01cc02f1e9011,4,2016-09-29 02:00:00,1
3473,62,53a2dd43e4b01cc02f1e9011,4,2016-03-30 14:40:08,1
3493,91,53a2dd43e4b01cc02f1e9011,4,2016-04-14 21:34:40,1
3494,92,53a2dd43e4b01cc02f1e9011,4,2016-03-31 09:35:04,1
3464,46,53a2dd43e4b01cc02f1e9011,5,2016-09-14 02:00:00,1
3541,158,53a2dd43e4b01cc02f1e9011,5,2016-04-13 02:00:00,1
3556,178,53a2dd43e4b01cc02f1e9011,5,2016-04-22 19:19:53,1
3577,201,53a2dd43e4b01cc02f1e9011,5,2016-10-12 02:00:00,1
3465,47,53a2dd43e4b01cc02f1e9011,6,2016-04-25 02:00:00,1
3469,52,53a2dd43e4b01cc02f1e9011,6,2016-04-01 13:38:11,1
3518,125,53a2dd43e4b01cc02f1e9011,6,2016-04-05 12:41:12,1
3521,129,53a2dd43e4b01cc02f1e9011,6,2016-03-24 16:12:56,1
3545,162,53a2dd43e4b01cc02f1e9011,6,2016-05-13 14:24:23,1
3555,177,53a2dd43e4b01cc02f1e9011,6,2016-09-29 02:00:00,1
3573,197,53a2dd43e4b01cc02f1e9011,6,2016-05-05 02:00:00,1
3436,11,53a2dd43e4b01cc02f1e9011,7,2016-04-06 02:00:00,1
3454,33,53a2dd43e4b01cc02f1e9011,7,2016-04-05 02:00:00,1
3496,94,53a2dd43e4b01cc02f1e9011,7,2016-04-18 21:03:58,1
3459,40,53a2dd43e4b01cc02f1e9011,8,2016-11-21 01:00:00,1
3487,83,53a2dd43e4b01cc02f1e9011,8,2016-04-06 02:00:00,1
3443,20,53a2dd43e4b01cc02f1e9011,9,2016-04-19 16:27:40,1
3564,187,53a2dd43e4b01cc02f1e9011,9,2016-06-20 02:00:00,1
3570,194,53a2dd43e4b01cc02f1e9011,9,2016-09-27 02:00:00,1
3457,38,53a2dd43e4b01cc02f1e9011,10,2016-07-22 18:33:01,1
3472,56,53a2dd43e4b01cc02f1e9011,10,2016-06-20 02:00:00,1
3526,136,53a2dd43e4b01cc02f1e9011,10,2016-05-02 18:31:54,1
3546,163,53a2dd43e4b01cc02f1e9011,10,2016-04-05 16:21:28,1
3571,195,53a2dd43e4b01cc02f1e9011,10,2016-05-02 15:43:42,1
3470,53,53a2dd43e4b01cc02f1e9011,11,2016-06-10 02:00:00,1
3495,93,53a2dd43e4b01cc02f1e9011,12,2016-06-29 14:32:21,1
3511,118,53a2dd43e4b01cc02f1e9011,12,2016-04-21 02:00:00,1
3549,168,53a2dd43e4b01cc02f1e9011,12,2016-11-18 01:00:00,1
3553,173,53a2dd43e4b01cc02f1e9011,12,2016-09-12 02:00:00,1
3505,110,53a2dd43e4b01cc02f1e9011,13,2016-09-26 02:00:00,1
3534,146,53a2dd43e4b01cc02f1e9011,13,2016-11-14 01:00:00,1
3566,189,53a2dd43e4b01cc02f1e9011,13,2016-07-21 13:06:44,1
3509,116,53a2dd43e4b01cc02f1e9011,14,2016-05-09 08:13:21,1
3550,169,53a2dd43e4b01cc02f1e9011,14,2016-09-27 14:23:37,1
3567,190,53a2dd43e4b01cc02f1e9011,14,2016-07-12 18:31:27,1
3444,22,53a2dd43e4b01cc02f1e9011,15,2016-09-20 18:35:57,1
3528,139,53a2dd43e4b01cc02f1e9011,15,2016-05-03 19:39:23,1
3439,14,53a2dd43e4b01cc02f1e9011,16,2016-07-05 13:57:35,1
3456,36,53a2dd43e4b01cc02f1e9011,16,2016-06-22 11:43:02,1
3461,42,53a2dd43e4b01cc02f1e9011,16,2016-06-27 02:00:00,1
3462,43,53a2dd43e4b01cc02f1e9011,16,2016-08-01 02:00:00,1
3551,171,53a2dd43e4b01cc02f1e9011,16,2016-08-29 16:01:24,1
3572,196,53a2dd43e4b01cc02f1e9011,17,2016-05-27 02:00:00,1
3514,121,53a2dd43e4b01cc02f1e9011,19,2016-05-19 02:00:00,1
3503,104,53a2dd43e4b01cc02f1e9011,20,2016-04-25 02:00:00,1
3452,31,53a2dd43e4b01cc02f1e9011,21,2016-07-27 02:00:00,1
3506,111,53a2dd43e4b01cc02f1e9011,21,2016-05-10 13:33:00,1
3532,144,53a2dd43e4b01cc02f1e9011,21,2016-05-30 02:00:00,1
3536,149,53a2dd43e4b01cc02f1e9011,21,2016-06-29 02:00:00,1
3560,183,53a2dd43e4b01cc02f1e9011,21,2016-11-16 01:00:00,1
3453,32,53a2dd43e4b01cc02f1e9011,22,2016-09-05 19:12:49,1
3458,39,53a2dd43e4b01cc02f1e9011,22,2016-04-14 02:00:00,1
3492,90,53a2dd43e4b01cc02f1e9011,22,2016-05-10 02:00:00,1
3507,114,53a2dd43e4b01cc02f1e9011,22,2016-04-27 02:00:00,1
3540,157,53a2dd43e4b01cc02f1e9011,22,2016-08-27 02:00:00,0
3574,198,53a2dd43e4b01cc02f1e9011,22,2016-10-17 02:00:00,1
3466,48,53a2dd43e4b01cc02f1e9011,23,2016-07-01 13:45:37,1
3508,115,53a2dd43e4b01cc02f1e9011,23,2016-04-18 23:42:41,1
3554,174,53a2dd43e4b01cc02f1e9011,23,2016-07-22 02:00:00,1
3480,74,53a2dd43e4b01cc02f1e9011,27,2016-09-27 18:09:29,1
3547,165,53a2dd43e4b01cc02f1e9011,27,2016-05-04 19:28:42,1
3557,179,53a2dd43e4b01cc02f1e9011,29,2016-08-08 02:00:00,1
3485,81,53a2dd43e4b01cc02f1e9011,30,2016-10-20 19:21:29,1
3525,135,53a2dd43e4b01cc02f1e9011,30,2016-05-03 19:39:23,1
3442,17,53a2dd43e4b01cc02f1e9011,31,2016-07-07 02:00:00,1
3543,160,53a2dd43e4b01cc02f1e9011,31,2016-07-28 02:00:00,1
3478,72,53a2dd43e4b01cc02f1e9011,32,2016-11-24 12:11:42,1
3542,159,53a2dd43e4b01cc02f1e9011,33,2016-10-21 02:00:00,1
3569,192,53a2dd43e4b01cc02f1e9011,33,2016-11-22 01:00:00,1
3474,65,53a2dd43e4b01cc02f1e9011,38,2016-11-18 18:30:46,1
3479,73,53a2dd43e4b01cc02f1e9011,38,2016-05-06 18:30:43,1
3489,86,53a2dd43e4b01cc02f1e9011,39,2016-09-25 02:00:00,1
3576,200,53a2dd43e4b01cc02f1e9011,39,2016-09-20 02:00:00,1
3440,15,53a2dd43e4b01cc02f1e9011,40,2016-07-21 18:59:12,0
3488,84,53a2dd43e4b01cc02f1e9011,40,2016-06-01 12:51:40,1
3523,131,53a2dd43e4b01cc02f1e9011,44,2016-09-30 02:00:00,1
3437,12,53a2dd43e4b01cc02f1e9011,49,2016-05-08 17:00:43,1
3450,29,53a2dd43e4b01cc02f1e9011,52,2016-06-22 12:56:55,1
3486,82,53a2dd43e4b01cc02f1e9011,52,2016-11-28 09:40:21,1
3544,161,53a2dd43e4b01cc02f1e9011,53,2016-11-21 19:13:47,1
3477,71,53a2dd43e4b01cc02f1e9011,54,2016-10-21 21:10:03,1
3538,155,53a2dd43e4b01cc02f1e9011,57,2016-08-03 17:00:27,0
3517,124,53a2dd43e4b01cc02f1e9011,64,2016-07-20 02:00:00,1
3502,103,53a2dd43e4b01cc02f1e9011,70,2016-11-18 01:00:00,1
3482,77,53a2dd43e4b01cc02f1e9011,74,2016-08-05 17:20:17,1
3515,122,53a2dd43e4b01cc02f1e9011,79,2016-10-06 02:00:00,1
3559,182,53a2dd43e4b01cc02f1e9011,80,2016-11-25 01:00:00,1
3498,99,53a2dd43e4b01cc02f1e9011,83,2016-10-12 02:00:00,1
3491,89,53a2dd43e4b01cc02f1e9011,84,2016-10-19 02:00:00,1
3539,156,53a2dd43e4b01cc02f1e9011,85,2016-08-09 15:36:48,0
3449,28,53a2dd43e4b01cc02f1e9011,89,2016-11-23 01:00:00,1
3519,127,53a2dd43e4b01cc02f1e9011,89,2016-11-08 19:06:05,1
3548,167,53a2dd43e4b01cc02f1e9011,96,2016-11-10 01:00:00,1
3455,34,53a2dd43e4b01cc02f1e9011,98,2016-11-15 01:00:00,1
3562,185,53a2dd43e4b01cc02f1e9011,99,2016-11-17 01:00:00,1
3434,9,53a2dd43e4b01cc02f1e9011,100,2016-09-20 02:00:00,0
3497,97,53a2dd43e4b01cc02f1e9011,109,2016-10-03 02:00:00,1
3530,141,53a2dd43e4b01cc02f1e9011,109,2016-11-23 22:07:27,1
3475,67,53a2dd43e4b01cc02f1e9011,118,2016-11-11 01:00:00,1
3504,109,53a2dd43e4b01cc02f1e9011,127,2016-08-16 02:00:00,1
3537,151,53a2dd43e4b01cc02f1e9011,134,2016-08-16 21:23:33,1
3535,147,53a2dd43e4b01cc02f1e9011,143,2016-11-25 01:00:00,1
3565,188,53a2dd43e4b01cc02f1e9011,165,2016-11-25 01:00:00,1
3524,133,53a2dd43e4b01cc02f1e9011,172,2016-11-25 22:08:14,1
